UID,REC
18632,"({95: 3.721247116349886}, [95, 91, 35, 62, 93, 32, 64, 9, 27])"
18633,"({76: 0.00970069641350857}, [76, 89, 83, 72, 48, 93, 78, 28, 5])"
18634,"({89: 1.9783174420006593}, [89, 93, 88, 76, 62, 72, 87, 82, 78])"
18635,"({70: 3.09931909129026}, [70, 56, 10, 47, 65, 22, 29, 3, 93])"
18636,"({3: 2.551140326926041}, [3, 40, 46, 68, 49, 29, 39, 25, 92])"
18637,"({89: 1.242003631713253}, [89, 86, 94, 100, 97, 8, 2, 22, 76])"
18638,"({62: 3.47570045874569}, [62, 61, 35, 66, 26, 63, 93, 22, 52])"
18639,"({87: 3.3644231498563917}, [87, 42, 21, 34, 31, 22, 45, 76, 72])"
18640,"({2: 9.353846148566078}, [2, 26, 100, 45, 65, 39, 40, 3, 1])"
18641,"({65: 3.2161049536805058}, [65, 42, 26, 53, 83, 81, 27, 11, 72])"
18642,"({50: 2.9946137751709916}, [50, 89, 27, 35, 83, 53, 72, 68, 76])"
18643,"({89: 2.270144216370724}, [89, 50, 76, 72, 83, 97, 93, 49, 87])"
18644,"({89: 5.773074945110112}, [89, 88, 93, 91, 82, 86, 92, 95, 78])"
18645,"({89: 5.188395086356293}, [89, 50, 94, 10, 66, 68, 93, 49, 6])"
18646,"({78: 3.5397709587599913}, [78, 100, 60, 72, 89, 73, 41, 3, 76])"
18647,"({49: 3.473265566779902}, [49, 32, 65, 36, 3, 42, 90, 89, 84])"
18648,"({10: 0.453305267588139}, [10, 89, 38, 54, 87, 91, 36, 76, 97])"
18649,"({89: 7.74368416565239}, [89, 35, 93, 95, 72, 62, 90, 14, 50])"
18650,"({27: 4.6273130391665385}, [27, 62, 29, 5, 19, 76, 87, 91, 46])"
18651,"({78: 6.510943535124805}, [78, 93, 75, 32, 61, 73, 82, 72, 77])"
18652,"({32: 4.199101421227126}, [32, 89, 94, 62, 88, 91, 87, 76, 86])"
18653,"({93: 9.611793639952275}, [93, 90, 97, 72, 62, 96, 70, 56, 79])"
18654,"({93: 7.246538035535955}, [93, 83, 76, 97, 84, 96, 27, 98, 73])"
18655,"({36: 3.581240459016206}, [36, 100, 85, 32, 15, 81, 40, 93, 69])"
18656,"({86: 5.43073146125561}, [86, 57, 18, 50, 3, 47, 28, 65, 89])"
18657,"({32: 6.195326771378184}, [32, 54, 6, 92, 72, 100, 93, 94, 96])"
18658,"({32: 6.326476943117676}, [32, 89, 66, 91, 97, 93, 85, 90, 76])"
18659,"({54: 3.124006328878483}, [54, 49, 29, 5, 62, 69, 43, 87, 96])"
18660,"({89: 1.4250505815506933}, [89, 97, 72, 76, 93, 29, 96, 69, 83])"
18661,"({89: 1.3469632270813603}, [89, 29, 27, 76, 72, 54, 93, 80, 87])"
18662,"({50: 8.247111505228869}, [50, 32, 69, 26, 39, 1, 87, 40, 97])"
18663,"({50: 5.563115386168194}, [50, 35, 14, 34, 72, 12, 76, 89, 83])"
18664,"({35: 7.513543751917127}, [35, 65, 72, 80, 100, 76, 26, 73, 78])"
18665,"({91: 4.928294123183158}, [91, 93, 72, 89, 6, 95, 90, 25, 92])"
18666,"({78: 2.87126535893168}, [78, 94, 49, 90, 6, 77, 68, 96, 30])"
18667,"({41: 6.87489487886333}, [41, 29, 46, 49, 100, 14, 42, 11, 56])"
18668,"({96: 5.072312723553681}, [96, 92, 86, 100, 53, 52, 95, 98, 61])"
18669,"({89: 2.1168164435573975}, [89, 76, 53, 35, 72, 93, 87, 69, 88])"
18670,"({89: 5.221082006071988}, [89, 6, 47, 40, 82, 88, 72, 93, 91])"
18671,"({89: 5.996974587043045}, [89, 88, 78, 76, 91, 100, 72, 38, 82])"
18672,"({29: 3.1415377089003216}, [29, 89, 1, 93, 3, 88, 87, 83, 72])"
18673,"({81: -0.041333983412140785}, [81, 89, 36, 83, 50, 76, 94, 85, 87])"
18674,"({81: 2.9329230897923946}, [81, 49, 32, 59, 6, 28, 89, 26, 10])"
18675,"({35: -1.489820867677366}, [35, 15, 72, 81, 88, 82, 56, 10, 71])"
18676,"({87: 3.284440529687681}, [87, 79, 82, 10, 36, 96, 74, 85, 65])"
18677,"({89: 2.8448332443511415}, [89, 96, 72, 87, 76, 93, 36, 62, 92])"
18678,"({89: 3.747334873981732}, [89, 69, 36, 97, 56, 93, 48, 72, 96])"
18679,"({29: 10}, [29, 49, 72, 83, 89, 76, 81, 80, 2])"
18680,"({29: -0.6922660496417636}, [29, 36, 68, 56, 54, 72, 11, 18, 20])"
18681,"({49: 2.770730861323615}, [49, 53, 89, 97, 88, 91, 94, 81, 60])"
18682,"({42: 4.363738448931215}, [42, 62, 35, 87, 61, 47, 98, 12, 99])"
18683,"({50: 4.504740847215806}, [50, 89, 15, 72, 5, 76, 81, 65, 61])"
18684,"({1: 4.302195954813483}, [1, 60, 46, 89, 18, 92, 64, 43, 22])"
18685,"({65: 5.856958251190103}, [65, 78, 77, 83, 91, 70, 76, 47, 93])"
18686,"({66: 6.32277230323807}, [66, 35, 53, 42, 89, 48, 26, 61, 39])"
18687,"({89: 4.157433040231225}, [89, 72, 93, 83, 48, 76, 78, 80, 90])"
18688,"({80: 3.1656377538026974}, [80, 6, 76, 68, 89, 72, 26, 98, 62])"
18689,"({100: 4.678255055757893}, [100, 76, 73, 3, 78, 95, 51, 39, 50])"
18690,"({50: 4.597089021431046}, [50, 89, 93, 62, 27, 72, 87, 69, 76])"
18691,"({78: 4.35536445737433}, [78, 36, 93, 53, 75, 66, 6, 82, 84])"
18692,"({50: 7.002344300098018}, [50, 31, 2, 21, 56, 14, 100, 54, 6])"
18693,"({3: 4.108346778926398}, [3, 60, 2, 42, 81, 100, 24, 87, 89])"
18694,"({100: 2.8178515379102524}, [100, 21, 89, 72, 66, 14, 83, 39, 97])"
18695,"({53: 5.615874602062464}, [53, 65, 61, 72, 89, 42, 73, 76, 78])"
18696,"({6: 6.414523527273973}, [6, 61, 62, 54, 46, 29, 73, 34, 76])"
18697,"({35: 3.8906865544025253}, [35, 42, 27, 62, 54, 98, 72, 76, 47])"
18698,"({100: 10}, [100, 25, 21, 4, 98, 1, 45, 39, 80])"
18699,"({65: 4.740793841502037}, [65, 34, 50, 69, 6, 12, 70, 26, 72])"
18700,"({50: 2.908767210125352}, [50, 89, 1, 2, 6, 55, 14, 70, 34])"
18701,"({66: 3.2636241110980246}, [66, 89, 53, 73, 100, 93, 78, 68, 72])"
18702,"({89: 4.726260236505419}, [89, 93, 97, 96, 92, 36, 95, 83, 49])"
18703,"({29: 3.829755056995366}, [29, 11, 87, 89, 72, 65, 92, 94, 95])"
18704,"({6: 1.2866975527444573}, [6, 3, 36, 66, 1, 28, 80, 45, 32])"
18705,"({27: 3.314171457359019}, [27, 100, 76, 72, 81, 65, 73, 83, 98])"
18706,"({31: 7.554976972844905}, [31, 56, 6, 29, 89, 76, 92, 14, 98])"
18707,"({36: 4.241887301647754}, [36, 27, 31, 89, 1, 88, 81, 100, 94])"
18708,"({29: 2.446520606354311}, [29, 53, 18, 46, 54, 65, 83, 94, 15])"
18709,"({68: 3.8492235848554195}, [68, 62, 6, 78, 77, 19, 53, 36, 72])"
18710,"({86: 2.851492534900738}, [86, 96, 41, 4, 63, 99, 22, 95, 64])"
18711,"({48: 4.7163757950210075}, [48, 39, 78, 72, 23, 6, 84, 40, 47])"
18712,"({10: 6.632220661457328}, [10, 38, 89, 94, 91, 18, 88, 35, 84])"
18713,"({89: 6.721781907300432}, [89, 65, 28, 92, 88, 87, 93, 50, 72])"
18714,"({27: 3.3053646023754344}, [27, 89, 36, 49, 53, 76, 72, 78, 61])"
18715,"({54: 2.585993258410531}, [54, 89, 76, 77, 49, 78, 8, 72, 90])"
18716,"({1: 2.870000503889013}, [1, 45, 81, 60, 50, 3, 100, 52, 15])"
18717,"({68: 5.463889112618139}, [68, 69, 50, 32, 66, 76, 81, 93, 21])"
18718,"({89: 1.2065646678463038}, [89, 86, 94, 88, 93, 90, 78, 91, 87])"
18719,"({91: 0.06094340163021428}, [91, 76, 97, 95, 72, 93, 78, 73, 88])"
18720,"({18: 4.286832466416302}, [18, 35, 10, 28, 16, 47, 11, 72, 24])"
18721,"({21: 4.8172202099921195}, [21, 98, 83, 6, 39, 100, 61, 85, 72])"
18722,"({89: 6.156733081250742}, [89, 28, 29, 72, 93, 18, 76, 87, 27])"
18723,"({39: 7.52142921416875}, [39, 12, 81, 22, 47, 38, 35, 100, 25])"
18724,"({14: 9.345898567030106}, [14, 63, 39, 69, 40, 56, 85, 65, 4])"
18725,"({89: 5.006464259033843}, [89, 3, 49, 92, 88, 53, 1, 76, 72])"
18726,"({48: 4.389605653943878}, [48, 23, 46, 94, 31, 28, 69, 89, 86])"
18727,"({89: 3.634921444022295}, [89, 47, 62, 49, 72, 6, 76, 83, 10])"
18728,"({51: 2.4701805856694588}, [51, 22, 100, 25, 81, 3, 57, 41, 6])"
18729,"({29: 8.832140745185308}, [29, 12, 50, 54, 100, 49, 81, 98, 48])"
18730,"({36: 1.8029198891372937}, [36, 69, 54, 89, 72, 6, 87, 13, 1])"
18731,"({89: 5.356631951987978}, [89, 32, 49, 86, 91, 90, 36, 76, 93])"
18732,"({89: 2.187964522737643}, [89, 53, 27, 76, 6, 93, 72, 49, 34])"
18733,"({9: 5.388176197383029}, [9, 67, 89, 47, 10, 45, 88, 87, 54])"
18734,"({89: 1.7848565585973284}, [89, 23, 45, 76, 97, 72, 87, 22, 25])"
18735,"({55: 1.7233647245445924}, [55, 42, 56, 61, 66, 83, 21, 3, 100])"
18736,"({62: 8.349619831510896}, [62, 68, 65, 31, 47, 89, 35, 85, 72])"
18737,"({21: 4.934466995481488}, [21, 11, 40, 52, 62, 31, 51, 50, 12])"
18738,"({76: 2.559263325554021}, [76, 89, 96, 9, 78, 73, 32, 1, 72])"
18739,"({47: 6.812174421174827}, [47, 28, 32, 95, 90, 92, 11, 37, 69])"
18740,"({27: 0.04826918621720755}, [27, 15, 32, 89, 13, 81, 35, 66, 76])"
18741,"({50: 6.330356530294461}, [50, 56, 61, 36, 72, 89, 6, 22, 81])"
18742,"({65: 3.4323762228929593}, [65, 89, 72, 29, 49, 32, 76, 98, 34])"
18743,"({86: 3.2247327724757215}, [86, 94, 87, 89, 91, 76, 78, 55, 6])"
18744,"({89: 2.2346674017868304}, [89, 72, 38, 1, 76, 93, 10, 11, 53])"
18745,"({35: 5.154164414123573}, [35, 72, 42, 89, 56, 76, 14, 49, 83])"
18746,"({50: 6.961470778679131}, [50, 76, 89, 92, 69, 73, 12, 62, 78])"
18747,"({89: 0.4864240162251514}, [89, 97, 94, 76, 86, 96, 88, 15, 81])"
18748,"({72: 2.2546821657671403}, [72, 95, 83, 11, 93, 6, 76, 10, 62])"
18749,"({76: 1.3410239682478837}, [76, 68, 80, 27, 72, 83, 78, 73, 35])"
18750,"({29: 6.479072780906018}, [29, 89, 83, 72, 93, 19, 78, 76, 87])"
18751,"({94: 3.723610976376025}, [94, 86, 50, 89, 95, 88, 32, 87, 93])"
18752,"({29: 4.131784061694953}, [29, 89, 27, 94, 91, 86, 97, 93, 95])"
18753,"({89: 2.1932101062377347}, [89, 72, 76, 91, 95, 28, 6, 97, 96])"
18754,"({91: 0.11702574584452452}, [91, 97, 68, 73, 62, 90, 21, 71, 17])"
18755,"({38: 3.737789616423016}, [38, 55, 54, 34, 81, 56, 28, 91, 64])"
18756,"({54: 6.707829521885367}, [54, 68, 89, 72, 76, 36, 31, 55, 11])"
18757,"({68: 6.4988514967805795}, [68, 56, 89, 1, 93, 72, 40, 26, 11])"
18758,"({61: 4.7762874791148695}, [61, 40, 83, 88, 46, 38, 87, 39, 14])"
18759,"({98: 0.9131038317691843}, [98, 72, 6, 28, 85, 69, 80, 83, 35])"
18760,"({58: 1.829753100704485}, [58, 97, 86, 22, 52, 94, 96, 88, 72])"
18761,"({76: 4.367830793646855}, [76, 6, 89, 78, 72, 80, 61, 79, 92])"
18762,"({100: 4.709751707103794}, [100, 80, 32, 6, 72, 98, 73, 76, 40])"
18763,"({62: 6.864880456371425}, [62, 78, 76, 5, 81, 73, 45, 89, 100])"
18764,"({89: 4.460026196972981}, [89, 91, 94, 86, 32, 60, 97, 6, 9])"
18765,"({21: 4.639176246718824}, [21, 65, 26, 27, 56, 93, 22, 49, 80])"
18766,"({13: 2.281052425076885}, [13, 42, 91, 18, 27, 11, 14, 62, 55])"
18767,"({21: 5.864901271393213}, [21, 98, 26, 42, 52, 81, 83, 35, 17])"
18768,"({89: 1.1817037598841376}, [89, 76, 72, 83, 50, 98, 81, 91, 93])"
18769,"({27: 4.8234729449286124}, [27, 100, 72, 80, 83, 50, 87, 89, 6])"
18770,"({29: 6.099785679091907}, [29, 89, 32, 62, 49, 68, 93, 72, 76])"
18771,"({89: 2.8407724990052046}, [89, 68, 28, 76, 72, 47, 77, 80, 82])"
18772,"({76: 3.110274383635638}, [76, 54, 72, 12, 89, 97, 61, 28, 93])"
18773,"({89: 4.547417953288853}, [89, 27, 29, 49, 76, 83, 72, 62, 31])"
18774,"({98: 0.7393048057278229}, [98, 29, 72, 53, 76, 89, 35, 83, 54])"
18775,"({21: 2.09665351310118}, [21, 87, 56, 49, 72, 76, 7, 81, 92])"
18776,"({36: 2.8564003542962535}, [36, 1, 38, 60, 15, 89, 25, 41, 22])"
18777,"({6: 1.929205423266782}, [6, 76, 10, 45, 53, 35, 22, 72, 88])"
18778,"({87: 0.748621529275686}, [87, 75, 81, 77, 79, 53, 99, 27, 84])"
18779,"({52: 5.479002345985876}, [52, 100, 11, 41, 85, 34, 39, 73, 4])"
18780,"({26: 7.21902061082792}, [26, 98, 72, 45, 29, 47, 36, 73, 28])"
18781,"({83: 6.440517670102572}, [83, 50, 12, 53, 69, 93, 11, 70, 87])"
18782,"({65: 3.984774048120486}, [65, 54, 68, 61, 36, 89, 53, 11, 63])"
18783,"({76: 7.649802234804132}, [76, 35, 36, 83, 97, 96, 20, 1, 2])"
18784,"({50: 6.686985201898452}, [50, 89, 42, 98, 97, 84, 69, 87, 28])"
18785,"({50: 1.6707847616619482}, [50, 72, 85, 78, 89, 42, 11, 3, 91])"
18786,"({90: 5.670457210009582}, [90, 78, 93, 71, 63, 80, 54, 96, 79])"
18787,"({53: 5.216842212545376}, [53, 50, 98, 100, 69, 25, 34, 76, 35])"
18788,"({89: 3.0903638477522595}, [89, 36, 72, 10, 46, 93, 35, 87, 97])"
18789,"({49: 5.268703052718408}, [49, 83, 50, 94, 86, 72, 69, 85, 6])"
18790,"({89: 3.5388482284248544}, [89, 72, 76, 66, 65, 39, 78, 6, 91])"
18791,"({6: 7.83515927727925}, [6, 100, 55, 46, 10, 39, 80, 73, 81])"
18792,"({89: 2.580101184410799}, [89, 76, 94, 91, 92, 72, 95, 67, 88])"
18793,"({53: 7.445247615272265}, [53, 62, 65, 42, 32, 34, 27, 21, 22])"
18794,"({36: 3.94905126082787}, [36, 32, 27, 21, 22, 55, 40, 14, 5])"
18795,"({89: 3.8098855648557435}, [89, 54, 76, 69, 49, 72, 91, 92, 93])"
18796,"({32: 5.00432810012409}, [32, 28, 97, 63, 6, 76, 50, 10, 56])"
18797,"({78: 3.296341923604173}, [78, 73, 28, 77, 99, 93, 90, 89, 76])"
18798,"({35: 4.656852786494488}, [35, 50, 48, 89, 47, 1, 36, 38, 97])"
18799,"({53: 4.221006068002518}, [53, 72, 89, 78, 76, 28, 83, 69, 66])"
18800,"({89: 0.00297733376239373}, [89, 36, 68, 69, 56, 48, 83, 100, 87])"
18801,"({29: 6.322573260301871}, [29, 61, 36, 28, 26, 69, 85, 50, 12])"
18802,"({89: 2.383939526001938}, [89, 54, 47, 63, 84, 97, 76, 93, 6])"
18803,"({89: 3.428881504362071}, [89, 35, 60, 46, 10, 37, 55, 81, 49])"
18804,"({76: 1.0545280430701114}, [76, 98, 100, 42, 53, 21, 89, 54, 81])"
18805,"({3: 5.013223180707491}, [3, 29, 36, 50, 89, 27, 46, 76, 65])"
18806,"({89: 3.3700985011311593}, [89, 62, 72, 32, 76, 50, 47, 11, 78])"
18807,"({81: 5.614485029896672}, [81, 85, 96, 51, 78, 42, 6, 29, 93])"
18808,"({10: -0.24720938528251657}, [10, 87, 89, 29, 76, 94, 91, 88, 81])"
18809,"({55: 5.324301160697335}, [55, 76, 31, 84, 75, 39, 43, 38, 50])"
18810,"({53: 3.4804351978278714}, [53, 61, 76, 29, 78, 48, 73, 80, 77])"
18811,"({53: 4.565661290777273}, [53, 32, 50, 73, 42, 72, 77, 35, 56])"
18812,"({18: 4.009827942572385}, [18, 89, 91, 56, 53, 20, 3, 63, 47])"
18813,"({72: 4.19304854929938}, [72, 35, 86, 53, 49, 90, 81, 54, 6])"
18814,"({89: 5.368136541937981}, [89, 78, 45, 60, 1, 3, 88, 30, 90])"
18815,"({29: 5.3697963980880346}, [29, 56, 54, 42, 14, 46, 48, 39, 47])"
18816,"({32: 5.437269611738142}, [32, 54, 31, 72, 78, 19, 80, 82, 85])"
18817,"({47: 6.014757695933518}, [47, 78, 28, 80, 96, 97, 53, 92, 69])"
18818,"({1: 3.4124852281014153}, [1, 3, 2, 72, 25, 22, 76, 95, 88])"
18819,"({83: 3.8081218792088594}, [83, 1, 89, 72, 76, 91, 36, 93, 35])"
18820,"({50: 2.6181595420333448}, [50, 35, 27, 89, 87, 81, 76, 88, 93])"
18821,"({36: 4.006520007199831}, [36, 54, 61, 78, 72, 56, 76, 3, 6])"
18822,"({12: 4.287539162048796}, [12, 42, 72, 22, 83, 100, 89, 87, 93])"
18823,"({72: 2.619366299367494}, [72, 87, 94, 38, 35, 97, 32, 10, 66])"
18824,"({89: 1.42704852436418}, [89, 32, 96, 76, 73, 78, 72, 92, 93])"
18825,"({29: -0.9194081218368515}, [29, 8, 70, 60, 91, 17, 88, 86, 43])"
18826,"({65: 7.490540922205851}, [65, 54, 34, 72, 50, 6, 61, 76, 83])"
18827,"({89: 3.3203240362567144}, [89, 72, 62, 1, 76, 93, 28, 90, 87])"
18828,"({50: 2.402604305951641}, [50, 54, 95, 89, 90, 10, 76, 65, 55])"
18829,"({50: 2.2517315795477724}, [50, 89, 81, 29, 72, 35, 53, 76, 88])"
18830,"({89: 0.6808321118850862}, [89, 73, 78, 5, 76, 72, 93, 79, 81])"
18831,"({89: 1.0635242640112792}, [89, 50, 10, 93, 94, 60, 8, 91, 29])"
18832,"({89: 4.412674029538673}, [89, 35, 68, 93, 72, 62, 80, 78, 73])"
18833,"({10: 3.3589617644737944}, [10, 62, 91, 65, 54, 66, 67, 55, 39])"
18834,"({10: 5.348573856163304}, [10, 36, 11, 45, 53, 61, 12, 22, 52])"
18835,"({89: 2.4728507039394865}, [89, 76, 72, 68, 92, 81, 100, 62, 47])"
18836,"({72: -3.0147764304007914}, [72, 21, 66, 46, 2, 87, 22, 11, 95])"
18837,"({89: 3.366061218961911}, [89, 97, 68, 88, 38, 87, 95, 92, 96])"
18838,"({89: 5.061545825443129}, [89, 76, 72, 71, 36, 97, 96, 92, 80])"
18839,"({76: 4.848751671118458}, [76, 75, 61, 89, 91, 10, 49, 97, 21])"
18840,"({63: 6.660180066773742}, [63, 53, 69, 32, 89, 26, 14, 93, 97])"
18841,"({97: 7.666153618897336}, [97, 99, 93, 84, 77, 73, 75, 8, 43])"
18842,"({89: 7.21331601292216}, [89, 97, 88, 93, 84, 95, 32, 48, 94])"
18843,"({35: 5.1479626410813975}, [35, 21, 40, 11, 49, 62, 42, 12, 73])"
18844,"({35: 2.087101228406743}, [35, 72, 91, 93, 1, 94, 76, 88, 86])"
18845,"({68: 3.4848180351861022}, [68, 48, 71, 90, 88, 26, 46, 61, 15])"
18846,"({29: 5.619126860197866}, [29, 53, 89, 76, 87, 72, 93, 1, 78])"
18847,"({89: 4.625719844308641}, [89, 49, 54, 97, 76, 84, 72, 93, 36])"
18848,"({76: -2.8668558662225365}, [76, 89, 60, 44, 27, 10, 92, 95, 94])"
18849,"({78: 5.761261216918064}, [78, 80, 88, 79, 90, 53, 57, 74, 81])"
18850,"({36: 1.202707896811511}, [36, 44, 27, 1, 8, 95, 89, 2, 97])"
18851,"({2: 8.17173773444399}, [2, 36, 49, 69, 1, 81, 100, 68, 54])"
18852,"({94: 6.123045232858317}, [94, 86, 70, 95, 66, 19, 60, 44, 89])"
18853,"({6: 5.140018160185557}, [6, 42, 76, 72, 83, 80, 47, 75, 73])"
18854,"({21: 2.9714312608698865}, [21, 73, 80, 53, 76, 78, 83, 77, 98])"
18855,"({89: 1.8967846285539722}, [89, 50, 81, 10, 53, 26, 49, 70, 90])"
18856,"({34: 2.6783310553019257}, [34, 6, 45, 48, 25, 40, 65, 72, 23])"
18857,"({2: 7.6279983942651395}, [2, 22, 53, 14, 85, 11, 69, 39, 100])"
18858,"({32: 4.6438724534601565}, [32, 12, 89, 5, 46, 75, 42, 11, 98])"
18859,"({54: 4.25875833075748}, [54, 72, 78, 42, 77, 80, 10, 97, 75])"
18860,"({27: 5.04987244287402}, [27, 66, 80, 6, 100, 53, 78, 87, 49])"
18861,"({68: 8.002172502542892}, [68, 61, 49, 6, 53, 47, 32, 31, 11])"
18862,"({72: 2.679503912792934}, [72, 29, 1, 48, 63, 81, 95, 14, 65])"
18863,"({32: 6.054624027501971}, [32, 21, 100, 11, 89, 68, 80, 72, 46])"
18864,"({82: 6.312760846697428}, [82, 70, 99, 75, 87, 86, 59, 74, 71])"
18865,"({35: 5.988664654594301}, [35, 40, 56, 89, 72, 80, 81, 83, 87])"
18866,"({100: 8.916111474053617}, [100, 83, 85, 80, 68, 66, 73, 47, 34])"
18867,"({89: 2.9107025649092737}, [89, 32, 76, 66, 93, 72, 96, 87, 97])"
18868,"({50: 3.351420145208288}, [50, 21, 81, 72, 100, 91, 3, 69, 7])"
18869,"({10: 7.324668241169273}, [10, 55, 1, 97, 9, 29, 32, 92, 62])"
18870,"({69: 6.121216295088898}, [69, 32, 7, 31, 56, 42, 14, 76, 2])"
18871,"({21: 5.1019048795423805}, [21, 46, 8, 10, 39, 22, 26, 34, 89])"
18872,"({89: 4.042988222483255}, [89, 63, 60, 90, 1, 84, 95, 10, 47])"
18873,"({98: 5.179367677055251}, [98, 81, 83, 100, 26, 87, 80, 72, 49])"
18874,"({50: 2.6838452594182804}, [50, 53, 21, 54, 89, 83, 72, 42, 76])"
18875,"({31: 6.431828712720785}, [31, 27, 100, 42, 80, 76, 78, 89, 1])"
18876,"({65: 8.220120278536202}, [65, 42, 38, 87, 62, 98, 83, 43, 93])"
18877,"({76: 1.9515204628269056}, [76, 80, 81, 6, 98, 69, 56, 87, 93])"
18878,"({29: 1.7132053346938583}, [29, 49, 76, 100, 17, 61, 65, 22, 92])"
18879,"({89: 2.4974084157279353}, [89, 1, 87, 69, 2, 81, 88, 94, 86])"
18880,"({11: 4.5901475967672125}, [11, 32, 36, 54, 14, 69, 45, 100, 34])"
18881,"({62: 6.660519592982757}, [62, 36, 48, 2, 66, 47, 89, 72, 1])"
18882,"({86: 4.312620614632964}, [86, 66, 35, 32, 21, 54, 72, 87, 8])"
18883,"({100: 7.263540367628967}, [100, 50, 56, 46, 73, 66, 4, 78, 92])"
18884,"({10: 6.614176049699388}, [10, 86, 45, 49, 8, 31, 68, 11, 61])"
18885,"({89: 3.994960139675073}, [89, 93, 72, 98, 91, 54, 87, 97, 21])"
18886,"({27: 5.6524723397443}, [27, 89, 68, 49, 93, 54, 72, 88, 87])"
18887,"({50: 5.05318491502647}, [50, 87, 65, 81, 26, 6, 39, 22, 72])"
18888,"({32: 8.305759900560382}, [32, 31, 5, 45, 50, 11, 39, 6, 17])"
18889,"({76: 1.7676077240103591}, [76, 66, 35, 89, 98, 83, 87, 93, 7])"
18890,"({27: 7.359522481472835}, [27, 35, 39, 22, 24, 56, 72, 91, 10])"
18891,"({93: 8.70797681522395}, [93, 79, 98, 50, 88, 91, 82, 28, 5])"
18892,"({86: 6.078952985752911}, [86, 82, 91, 47, 87, 83, 55, 32, 39])"
18893,"({89: 5.456611913424987}, [89, 72, 76, 87, 83, 93, 81, 88, 91])"
18894,"({72: 3.6265906897870748}, [72, 89, 76, 29, 66, 83, 87, 81, 49])"
18895,"({66: 0.6263673369237338}, [66, 81, 46, 49, 32, 72, 22, 80, 76])"
18896,"({50: 5.21441713389178}, [50, 42, 22, 83, 89, 14, 56, 88, 46])"
18897,"({54: 3.8530219454234516}, [54, 89, 88, 93, 97, 94, 68, 72, 90])"
18898,"({96: -1.1351815837861887}, [96, 36, 60, 9, 11, 51, 88, 19, 23])"
18899,"({36: 2.28449714565248}, [36, 3, 72, 76, 89, 11, 68, 98, 42])"
18900,"({29: 2.387133283092432}, [29, 13, 32, 75, 95, 2, 37, 34, 98])"
18901,"({61: 6.578464969032588}, [61, 54, 56, 35, 72, 55, 36, 89, 76])"
18902,"({89: 4.379417326721519}, [89, 84, 90, 82, 88, 72, 94, 86, 93])"
18903,"({83: 6.312301429202886}, [83, 11, 93, 42, 39, 61, 34, 81, 45])"
18904,"({54: 3.9127900750512676}, [54, 49, 32, 89, 36, 11, 10, 35, 45])"
18905,"({100: 6.110254770767316}, [100, 98, 31, 26, 80, 83, 52, 85, 76])"
18906,"({10: 5.908719006264664}, [10, 60, 46, 1, 89, 91, 23, 86, 6])"
18907,"({76: 5.305359192243839}, [76, 83, 80, 73, 54, 87, 68, 11, 52])"
18908,"({86: 3.165361539849902}, [86, 77, 87, 72, 78, 50, 81, 76, 75])"
18909,"({53: 6.062580176633022}, [53, 49, 36, 62, 26, 25, 68, 81, 85])"
18910,"({54: 3.8418839896353414}, [54, 89, 69, 29, 76, 80, 28, 73, 12])"
18911,"({95: 2.4369755129053297}, [95, 97, 89, 72, 96, 76, 1, 93, 94])"
18912,"({89: 2.8814098769666416}, [89, 96, 29, 97, 36, 68, 55, 86, 92])"
18913,"({89: 3.476087384161782}, [89, 32, 36, 72, 93, 87, 88, 78, 77])"
18914,"({50: 4.200877027969052}, [50, 56, 69, 1, 66, 38, 23, 21, 46])"
18915,"({86: 4.939418593042817}, [86, 95, 60, 94, 89, 91, 88, 57, 97])"
18916,"({53: 6.383106212502652}, [53, 66, 27, 31, 97, 57, 22, 6, 89])"
18917,"({49: 9.385997334116}, [49, 84, 32, 50, 93, 82, 53, 96, 95])"
18918,"({68: 4.372424439449431}, [68, 89, 90, 36, 97, 82, 93, 84, 78])"
18919,"({42: 4.301196046259623}, [42, 85, 76, 50, 87, 80, 84, 31, 91])"
18920,"({83: 1.7624147813956217}, [83, 76, 72, 87, 73, 29, 42, 62, 26])"
18921,"({95: 2.5100417904936196}, [95, 1, 89, 44, 76, 72, 87, 38, 83])"
18922,"({89: 3.425452536489762}, [89, 68, 98, 76, 83, 72, 78, 6, 73])"
18923,"({89: 3.37705284149137}, [89, 91, 53, 36, 93, 27, 92, 72, 87])"
18924,"({83: 0.8370225154131486}, [83, 98, 72, 95, 76, 27, 89, 93, 92])"
18925,"({65: 1.1878525031325102}, [65, 42, 6, 80, 21, 76, 72, 98, 100])"
18926,"({68: 6.9659244843395935}, [68, 89, 88, 47, 27, 72, 46, 76, 97])"
18927,"({11: 5.961003850926777}, [11, 65, 27, 56, 68, 26, 12, 70, 75])"
18928,"({80: 4.639440382210125}, [80, 6, 93, 72, 89, 78, 79, 91, 87])"
18929,"({53: 1.743630026049685}, [53, 83, 72, 87, 88, 22, 76, 56, 91])"
18930,"({92: 2.0539326126027175}, [92, 20, 93, 54, 77, 40, 84, 100, 91])"
18931,"({80: 4.334872744778806}, [80, 61, 34, 26, 91, 12, 56, 2, 1])"
18932,"({32: 4.434792920514866}, [32, 35, 21, 62, 1, 89, 69, 76, 46])"
18933,"({54: 3.7314039666824432}, [54, 53, 21, 66, 36, 81, 76, 27, 72])"
